NC-2015-615397,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,M,71,71.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11686,,N,D2
NC-2015-615398,NC,2015-12-22,,Beaufort,Beaufort County,37013,,NC State Highway Patrol,F,25,25.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21601,,N,A4
NC-2015-615399,NC,2015-12-22,,Yadkin,Yadkin County,37197,,NC State Highway Patrol,F,35,35.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11354,,N,E7
NC-2015-615400,NC,2015-12-22,,Yadkin,Yadkin County,37197,,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11354,,N,E7
NC-2015-615401,NC,2015-12-22,,Yadkin,Yadkin County,37197,,NC State Highway Patrol,M,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11354,,N,E7
NC-2015-615402,NC,2015-12-22,,Bertie,Bertie County,37015,,NC State Highway Patrol,M,29,29.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11884,,N,A2
NC-2015-615403,NC,2015-12-22,,Bertie,Bertie County,37015,,NC State Highway Patrol,F,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11884,,N,A2
NC-2015-615404,NC,2015-12-22,,Bertie,Bertie County,37015,,NC State Highway Patrol,M,33,33.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11884,,N,A2
NC-2015-615405,NC,2015-12-22,,Bertie,Bertie County,37015,,NC State Highway Patrol,F,44,44.0,B N,Black,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,11884,,N,A2
NC-2015-615406,NC,2015-12-22,,Bertie,Bertie County,37015,,NC State Highway Patrol,M,68,68.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,11884,,N,A2
NC-2015-615407,NC,2015-12-22,,Harnett,Harnett County,37085,,NC State Highway Patrol,M,25,25.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21707,,N,B8
NC-2015-615408,NC,2015-12-22,,Mecklenburg,Mecklenburg County,37119,,NC State Highway Patrol,F,20,20.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10859,,N,H5
NC-2015-615409,NC,2015-12-22,,Columbus,Columbus County,37047,,NC State Highway Patrol,F,20,20.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,10436,,N,B5
NC-2015-615410,NC,2015-12-22,,Columbus,Columbus County,37047,,NC State Highway Patrol,M,71,71.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,10436,,N,B5
NC-2015-615411,NC,2015-12-22,,Buncombe,Buncombe County,37021,,NC State Highway Patrol,F,52,52.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10169,,N,G4
NC-2015-615412,NC,2015-12-22,,Buncombe,Buncombe County,37021,,NC State Highway Patrol,F,39,39.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10169,,N,G4
NC-2015-615413,NC,2015-12-22,,Buncombe,Buncombe County,37021,,NC State Highway Patrol,F,22,22.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10169,,N,G4
NC-2015-615414,NC,2015-12-22,,Buncombe,Buncombe County,37021,,NC State Highway Patrol,M,17,17.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,11665,,N,G4
NC-2015-615415,NC,2015-12-22,,Forsyth,Forsyth County,37067,,NC State Highway Patrol,M,75,75.0,B N,Black,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Citation,FALSE,,11589,,N,E4
NC-2015-615416,NC,2015-12-22,,Transylvania,Transylvania County,37175,,NC State Highway Patrol,M,17,17.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Citation,FALSE,,10485,,N,G3
NC-2015-615417,NC,2015-12-22,,Halifax,Halifax County,37083,,NC State Highway Patrol,M,23,23.0,W N,White,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,21018,,N,C8
NC-2015-615418,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,M,19,19.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11686,,N,D2
NC-2015-615419,NC,2015-12-22,,Pitt,Pitt County,37147,,NC State Highway Patrol,M,46,46.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,10011,,N,A5
NC-2015-615420,NC,2015-12-22,,Orange,Orange County,37135,,NC State Highway Patrol,F,26,26.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10059,,N,D7
NC-2015-615421,NC,2015-12-22,,Davidson,Davidson County,37057,,NC State Highway Patrol,M,45,45.0,B N,Black,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,10343,,N,E1
NC-2015-615422,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,F,52,52.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,12024,,N,D2
NC-2015-615423,NC,2015-12-22,,Forsyth,Forsyth County,37067,,NC State Highway Patrol,F,27,27.0,B N,Black,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Citation,FALSE,,11589,,N,E4
NC-2015-615424,NC,2015-12-22,,Franklin,Franklin County,37069,,NC State Highway Patrol,F,33,33.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11589,,N,C4
NC-2015-615425,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,M,55,55.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21213,,N,D2
NC-2015-615426,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,M,45,45.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,21213,,N,D2
NC-2015-615427,NC,2015-12-22,,Burke,Burke County,37023,,NC State Highway Patrol,F,51,51.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11420,,N,F1
NC-2015-615428,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,M,71,71.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21213,,N,D2
NC-2015-615429,NC,2015-12-22,,McDowell,McDowell County,37111,,NC State Highway Patrol,M,42,42.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21413,,N,G2
NC-2015-615430,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,F,35,35.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21213,,N,D2
NC-2015-615431,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,F,57,57.0,W N,White,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Written Warning,FALSE,,21213,,N,D2
NC-2015-615432,NC,2015-12-22,,Haywood,Haywood County,37087,,NC State Highway Patrol,M,20,20.0,W N,White,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,10664,,N,G5
NC-2015-615433,NC,2015-12-22,,Northampton,Northampton County,37131,,NC State Highway Patrol,M,68,68.0,B N,Black,Investigation,Other,FALSE,,,FALSE,Written Warning,FALSE,,21018,,N,C8
NC-2015-615434,NC,2015-12-22,,Washington,Washington County,37187,,NC State Highway Patrol,F,32,32.0,B N,Black,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21630,,N,A4
NC-2015-615435,NC,2015-12-22,,Washington,Washington County,37187,,NC State Highway Patrol,F,30,30.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,21630,,N,A4
NC-2015-615436,NC,2015-12-22,,Washington,Washington County,37187,,NC State Highway Patrol,F,29,29.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,21630,,N,A4
NC-2015-615437,NC,2015-12-22,,Madison,Madison County,37115,,NC State Highway Patrol,M,59,59.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21581,,N,G1
NC-2015-615438,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,M,66,66.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,11686,,N,D2
NC-2015-615439,NC,2015-12-22,,Franklin,Franklin County,37069,,NC State Highway Patrol,F,52,52.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11589,,N,C4
NC-2015-615440,NC,2015-12-22,,Buncombe,Buncombe County,37021,,NC State Highway Patrol,F,30,30.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11955,,N,G4
NC-2015-615441,NC,2015-12-22,,Buncombe,Buncombe County,37021,,NC State Highway Patrol,F,19,19.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11955,,N,G4
NC-2015-615442,NC,2015-12-22,,Burke,Burke County,37023,,NC State Highway Patrol,M,22,22.0,W N,White,Impaired Driving,DUI,FALSE,,,FALSE,Citation,FALSE,,21804,,N,F1
NC-2015-615443,NC,2015-12-22,,Burke,Burke County,37023,,NC State Highway Patrol,M,22,22.0,W N,White,Impaired Driving,DUI,FALSE,,,FALSE,Citation,FALSE,,21804,,N,F1
NC-2015-615444,NC,2015-12-22,,Robeson,Robeson County,37155,,NC State Highway Patrol,F,33,33.0,I N,Other,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Citation,FALSE,,21827,,N,B7
NC-2015-615445,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,F,31,31.0,B N,Black,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21213,,N,D2
NC-2015-615446,NC,2015-12-22,,Stanly,Stanly County,37167,,NC State Highway Patrol,F,54,54.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,10241,,N,E2
NC-2015-615447,NC,2015-12-22,,Onslow,Onslow County,37133,,NC State Highway Patrol,F,33,33.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21826,,N,B3
NC-2015-615448,NC,2015-12-22,,Onslow,Onslow County,37133,,NC State Highway Patrol,F,23,23.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21826,,N,B3
NC-2015-615449,NC,2015-12-22,,Onslow,Onslow County,37133,,NC State Highway Patrol,M,60,60.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,21826,,N,B3
NC-2015-615450,NC,2015-12-22,,Onslow,Onslow County,37133,,NC State Highway Patrol,M,23,23.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21826,,N,B3
NC-2015-615451,NC,2015-12-22,,Guilford,Guilford County,37081,,NC State Highway Patrol,M,22,22.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11686,,N,D2
NC-2015-615452,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,F,86,86.0,W N,White,Safe Movement Violation,Safe movement,FALSE,,,FALSE,Citation,FALSE,,11784,,N,B6
NC-2015-615453,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,M,23,23.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,11784,,N,B6
NC-2015-615454,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,M,23,23.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,11784,,N,B6
NC-2015-615455,NC,2015-12-22,,Rockingham,Rockingham County,37157,,NC State Highway Patrol,M,40,40.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21496,,N,D3
NC-2015-615456,NC,2015-12-22,,Sampson,Sampson County,37163,,NC State Highway Patrol,F,36,36.0,B N,Black,Vehicle Equipment Violation,Equipment,FALSE,,,FALSE,Written Warning,FALSE,,21790,,N,B2
NC-2015-615457,NC,2015-12-22,,Sampson,Sampson County,37163,,NC State Highway Patrol,F,32,32.0,W N,White,Investigation,Other,FALSE,,,FALSE,Written Warning,FALSE,,21790,,N,B2
NC-2015-615458,NC,2015-12-22,,Harnett,Harnett County,37085,,NC State Highway Patrol,F,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11997,,N,B8
NC-2015-615459,NC,2015-12-22,,Harnett,Harnett County,37085,,NC State Highway Patrol,M,38,38.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11997,,N,B8
NC-2015-615460,NC,2015-12-22,,Haywood,Haywood County,37087,,NC State Highway Patrol,M,28,28.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11997,,N,G5
NC-2015-615461,NC,2015-12-22,,Chatham,Chatham County,37037,,NC State Highway Patrol,M,49,49.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11848,,N,D7
NC-2015-615462,NC,2015-12-22,,Chatham,Chatham County,37037,,NC State Highway Patrol,M,42,42.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11848,,N,D7
NC-2015-615463,NC,2015-12-22,,Chatham,Chatham County,37037,,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11848,,N,D7
NC-2015-615464,NC,2015-12-22,,Pitt,Pitt County,37147,,NC State Highway Patrol,F,22,22.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10011,,N,A5
NC-2015-615465,NC,2015-12-22,,Wake,Wake County,37183,,NC State Highway Patrol,F,41,41.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21794,,N,C3
NC-2015-615466,NC,2015-12-22,,Mecklenburg,Mecklenburg County,37119,,NC State Highway Patrol,M,53,53.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10859,,N,H5
NC-2015-615467,NC,2015-12-22,,Pitt,Pitt County,37147,,NC State Highway Patrol,F,32,32.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21634,,N,A5
NC-2015-615468,NC,2015-12-22,,Pitt,Pitt County,37147,,NC State Highway Patrol,F,32,32.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21634,,N,A5
NC-2015-615469,NC,2015-12-22,,Halifax,Halifax County,37083,,NC State Highway Patrol,M,55,55.0,B N,Black,Investigation,Other,FALSE,,,FALSE,No Action,FALSE,,21018,,N,C8
NC-2015-615470,NC,2015-12-22,,Johnston,Johnston County,37101,,NC State Highway Patrol,F,50,50.0,B N,Black,Investigation,Other,FALSE,,,FALSE,Written Warning,FALSE,,21362,,N,C6
NC-2015-615471,NC,2015-12-22,,Alamance,Alamance County,37001,,NC State Highway Patrol,M,22,22.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21597,,N,D5
NC-2015-615472,NC,2015-12-22,,Warren,Warren County,37185,,NC State Highway Patrol,M,46,46.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10740,,N,C4
NC-2015-615473,NC,2015-12-22,,Warren,Warren County,37185,,NC State Highway Patrol,F,39,39.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10740,,N,C4
NC-2015-615474,NC,2015-12-22,,Wake,Wake County,37183,,NC State Highway Patrol,M,36,36.0,U H,Hispanic,Investigation,Other,FALSE,,,FALSE,No Action,FALSE,,21236,,H,C3
NC-2015-615475,NC,2015-12-22,,Stanly,Stanly County,37167,,NC State Highway Patrol,M,54,54.0,W N,White,Investigation,Other,FALSE,,,FALSE,No Action,FALSE,,21453,,N,E2
NC-2015-615476,NC,2015-12-22,,Stanly,Stanly County,37167,,NC State Highway Patrol,M,55,55.0,W N,White,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,21453,,N,E2
NC-2015-615477,NC,2015-12-22,,Mecklenburg,Mecklenburg County,37119,,NC State Highway Patrol,M,25,25.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10859,,N,H5
NC-2015-615478,NC,2015-12-22,,Transylvania,Transylvania County,37175,,NC State Highway Patrol,F,51,51.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,10485,,N,G3
NC-2015-615479,NC,2015-12-22,,Northampton,Northampton County,37131,,NC State Highway Patrol,F,24,24.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10059,,N,C8
NC-2015-615480,NC,2015-12-22,,Granville,Granville County,37077,,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,10649,,N,C7
NC-2015-615481,NC,2015-12-22,,Mecklenburg,Mecklenburg County,37119,,NC State Highway Patrol,M,25,25.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10859,,N,H5
NC-2015-615482,NC,2015-12-22,,Granville,Granville County,37077,,NC State Highway Patrol,F,21,21.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10649,,N,C7
NC-2015-615483,NC,2015-12-22,,Granville,Granville County,37077,,NC State Highway Patrol,F,29,29.0,U H,Hispanic,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10649,,H,C7
NC-2015-615484,NC,2015-12-22,,Granville,Granville County,37077,,NC State Highway Patrol,F,18,18.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10649,,N,C7
NC-2015-615485,NC,2015-12-22,,Warren,Warren County,37185,,NC State Highway Patrol,M,56,56.0,U H,Hispanic,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,10740,,H,C4
NC-2015-615486,NC,2015-12-22,,Warren,Warren County,37185,,NC State Highway Patrol,M,21,21.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,10740,,N,C4
